"RXCUI","NDC","YEAR","MONTH"
852082,"36987-3130-1",1972,8
852082,"36987-3130-2",1972,8
852082,"36987-3130-3",1972,8
852082,"36987-3130-4",1972,8
852082,"36987-3131-1",1972,8
852082,"36987-3131-2",1972,8
852082,"36987-3131-3",1972,8
852082,"36987-3131-4",1972,8
1014002,"36987-3132-1",1972,8
1014002,"36987-3132-2",1972,8
1014002,"36987-3132-3",1972,8
1014002,"36987-3132-4",1972,8
897311,"36987-3133-1",1972,8
897311,"36987-3133-2",1972,8
897311,"36987-3133-3",1972,8
897311,"36987-3133-4",1972,8
897311,"36987-3134-1",1972,8
897311,"36987-3134-2",1972,8
897311,"36987-3134-3",1972,8
897311,"36987-3134-4",1972,8
897313,"36987-3135-1",1972,8
897313,"36987-3135-2",1972,8
897313,"36987-3135-3",1972,8
897313,"36987-3135-4",1972,8
897313,"36987-3136-1",1972,8
897313,"36987-3136-2",1972,8
897313,"36987-3136-3",1972,8
897313,"36987-3136-4",1972,8
897315,"36987-3137-1",1972,8
897315,"36987-3137-2",1972,8
897315,"36987-3137-3",1972,8
897315,"36987-3137-4",1972,8
897307,"36987-3138-1",1972,8
897307,"36987-3138-2",1972,8
897307,"36987-3138-3",1972,8
897307,"36987-3138-4",1972,8
897307,"36987-3139-1",1972,8
897307,"36987-3139-2",1972,8
897307,"36987-3139-3",1972,8
897307,"36987-3139-4",1972,8
897309,"36987-3140-1",1972,8
897309,"36987-3140-2",1972,8
897309,"36987-3140-3",1972,8
897309,"36987-3140-4",1972,8
897339,"36987-3141-1",1972,8
897339,"36987-3141-2",1972,8
897339,"36987-3141-3",1972,8
897339,"36987-3141-4",1972,8
897339,"36987-3142-1",1972,8
897339,"36987-3142-2",1972,8
897339,"36987-3142-3",1972,8
897339,"36987-3142-4",1972,8
897341,"36987-3143-1",1972,8
897341,"36987-3143-2",1972,8
897341,"36987-3143-3",1972,8
897341,"36987-3143-4",1972,8
897341,"36987-3144-1",1972,8
897341,"36987-3144-2",1972,8
897341,"36987-3144-3",1972,8
897341,"36987-3144-4",1972,8
897343,"36987-3145-1",1972,8
897343,"36987-3145-2",1972,8
897343,"36987-3145-3",1972,8
897343,"36987-3145-4",1972,8
897335,"36987-3146-1",1972,8
897335,"36987-3146-2",1972,8
897335,"36987-3146-3",1972,8
897335,"36987-3146-4",1972,8
897335,"36987-3147-1",1972,8
897335,"36987-3147-2",1972,8
897335,"36987-3147-3",1972,8
897335,"36987-3147-4",1972,8
897337,"36987-3148-1",1972,8
897337,"36987-3148-2",1972,8
897337,"36987-3148-3",1972,8
897337,"36987-3148-4",1972,8
897947,"36987-3149-1",1972,8
897947,"36987-3149-2",1972,8
897947,"36987-3149-3",1972,8
897947,"36987-3149-4",1972,8
897947,"36987-3150-1",1972,8
897947,"36987-3150-2",1972,8
897947,"36987-3150-3",1972,8
897947,"36987-3150-4",1972,8
897949,"36987-3151-1",1972,8
897949,"36987-3151-2",1972,8
897949,"36987-3151-3",1972,8
897949,"36987-3151-4",1972,8
897949,"36987-3152-1",1972,8
897949,"36987-3152-2",1972,8
897949,"36987-3152-3",1972,8
897949,"36987-3152-4",1972,8
897951,"36987-3153-1",1972,8
897951,"36987-3153-2",1972,8
897951,"36987-3153-3",1972,8
897951,"36987-3153-4",1972,8
852529,"36987-3154-1",1972,8
852529,"36987-3154-2",1972,8
852529,"36987-3154-3",1972,8
852529,"36987-3154-4",1972,8
852529,"36987-3155-1",1972,8
852529,"36987-3155-2",1972,8
852529,"36987-3155-3",1972,8
852529,"36987-3155-4",1972,8
897945,"36987-3156-1",1972,8
897945,"36987-3156-2",1972,8
897945,"36987-3156-3",1972,8
897945,"36987-3156-4",1972,8
895723,"36987-3157-1",1972,8
895723,"36987-3157-2",1972,8
895723,"36987-3157-3",1972,8
895723,"36987-3157-4",1972,8
895723,"36987-3158-1",1972,8
895723,"36987-3158-2",1972,8
895723,"36987-3158-3",1972,8
895723,"36987-3158-4",1972,8
895725,"36987-3159-1",1972,8
895725,"36987-3159-2",1972,8
895725,"36987-3159-3",1972,8
895725,"36987-3159-4",1972,8
895725,"36987-3160-1",1972,8
895725,"36987-3160-2",1972,8
895725,"36987-3160-3",1972,8
895725,"36987-3160-4",1972,8
895728,"36987-3161-1",1972,8
895728,"36987-3161-2",1972,8
895728,"36987-3161-3",1972,8
895728,"36987-3161-4",1972,8
851929,"36987-3162-1",1972,8
851929,"36987-3162-2",1972,8
851929,"36987-3162-3",1972,8
851929,"36987-3162-4",1972,8
851929,"36987-3163-1",1972,8
851929,"36987-3163-2",1972,8
851929,"36987-3163-3",1972,8
851929,"36987-3163-4",1972,8
895721,"36987-3164-1",1972,8
895721,"36987-3164-2",1972,8
895721,"36987-3164-3",1972,8
895721,"36987-3164-4",1972,8
1006490,"36987-3165-1",1972,8
1006490,"36987-3165-2",1972,8
1006490,"36987-3165-3",1972,8
1006490,"36987-3165-4",1972,8
1006490,"36987-3166-1",1972,8
1006490,"36987-3166-2",1972,8
1006490,"36987-3166-3",1972,8
1006490,"36987-3166-4",1972,8
1006492,"36987-3167-1",1972,8
1006492,"36987-3167-2",1972,8
1006492,"36987-3167-3",1972,8
1006492,"36987-3167-4",1972,8
1006492,"36987-3168-1",1972,8
1006492,"36987-3168-2",1972,8
1006492,"36987-3168-3",1972,8
1006492,"36987-3168-4",1972,8
1013991,"36987-3169-1",1972,8
1013991,"36987-3169-2",1972,8
1013991,"36987-3169-3",1972,8
1013991,"36987-3169-4",1972,8
995604,"36987-3170-1",1972,8
995604,"36987-3170-2",1972,8
995604,"36987-3170-3",1972,8
995604,"36987-3170-4",1972,8
995604,"36987-3171-1",1972,8
995604,"36987-3171-2",1972,8
995604,"36987-3171-3",1972,8
995604,"36987-3171-4",1972,8
995611,"36987-3172-1",1972,8
995611,"36987-3172-2",1972,8
995611,"36987-3172-3",1972,8
995611,"36987-3172-4",1972,8
308004,"36987-3173-1",1972,8
308004,"36987-3173-2",1972,8
308004,"36987-3173-3",1972,8
308004,"36987-3173-4",1972,8
308004,"36987-3174-1",1972,8
308004,"36987-3174-2",1972,8
308004,"36987-3174-3",1972,8
308004,"36987-3174-4",1972,8
901493,"36987-3175-1",1972,8
901493,"36987-3175-2",1972,8
901493,"36987-3175-3",1972,8
901493,"36987-3175-4",1972,8
901493,"36987-3176-1",1972,8
901493,"36987-3176-2",1972,8
901493,"36987-3176-3",1972,8
901493,"36987-3176-4",1972,8
901495,"36987-3177-1",1972,8
901495,"36987-3177-2",1972,8
901495,"36987-3177-3",1972,8
901495,"36987-3177-4",1972,8
852212,"36987-3178-1",1972,8
852212,"36987-3178-2",1972,8
852212,"36987-3178-3",1972,8
852212,"36987-3178-4",1972,8
852212,"36987-3179-1",1972,8
852212,"36987-3179-2",1972,8
852212,"36987-3179-3",1972,8
852212,"36987-3179-4",1972,8
901490,"36987-3180-1",1972,8
901490,"36987-3180-2",1972,8
901490,"36987-3180-3",1972,8
901490,"36987-3180-4",1972,8
308004,"36987-3181-1",1972,8
308004,"36987-3181-2",1972,8
308004,"36987-3181-3",1972,8
308004,"36987-3181-4",1972,8
308004,"36987-3182-1",1972,8
308004,"36987-3182-2",1972,8
308004,"36987-3182-3",1972,8
308004,"36987-3182-4",1972,8
901493,"36987-3183-1",1972,8
901493,"36987-3183-2",1972,8
901493,"36987-3183-3",1972,8
901493,"36987-3183-4",1972,8
901493,"36987-3184-1",1972,8
901493,"36987-3184-2",1972,8
901493,"36987-3184-3",1972,8
901493,"36987-3184-4",1972,8
901495,"36987-3185-1",1972,8
901495,"36987-3185-2",1972,8
901495,"36987-3185-3",1972,8
901495,"36987-3185-4",1972,8
852212,"36987-3186-1",1972,8
852212,"36987-3186-2",1972,8
852212,"36987-3186-3",1972,8
852212,"36987-3186-4",1972,8
852212,"36987-3187-1",1972,8
852212,"36987-3187-2",1972,8
852212,"36987-3187-3",1972,8
852212,"36987-3187-4",1972,8
901490,"36987-3188-1",1972,8
901490,"36987-3188-2",1972,8
901490,"36987-3188-3",1972,8
901490,"36987-3188-4",1972,8
897510,"36987-3189-1",1972,8
897510,"36987-3189-2",1972,8
897510,"36987-3189-3",1972,8
897510,"36987-3189-4",1972,8
897510,"36987-3190-1",1972,8
897510,"36987-3190-2",1972,8
897510,"36987-3190-3",1972,8
897510,"36987-3190-4",1972,8
897512,"36987-3191-1",1972,8
897512,"36987-3191-2",1972,8
897512,"36987-3191-3",1972,8
897512,"36987-3191-4",1972,8
897512,"36987-3192-1",1972,8
897512,"36987-3192-2",1972,8
897512,"36987-3192-3",1972,8
897512,"36987-3192-4",1972,8
897533,"36987-3193-1",1972,8
897533,"36987-3193-2",1972,8
897533,"36987-3193-3",1972,8
897533,"36987-3193-4",1972,8
897506,"36987-3194-1",1972,8
897506,"36987-3194-2",1972,8
897506,"36987-3194-3",1972,8
897506,"36987-3194-4",1972,8
897506,"36987-3195-1",1972,8
897506,"36987-3195-2",1972,8
897506,"36987-3195-3",1972,8
897506,"36987-3195-4",1972,8
897508,"36987-3196-1",1972,8
897508,"36987-3196-2",1972,8
897508,"36987-3196-3",1972,8
897508,"36987-3196-4",1972,8
897993,"36987-3197-1",1972,8
897993,"36987-3197-2",1972,8
897993,"36987-3197-3",1972,8
897993,"36987-3197-4",1972,8
897993,"36987-3198-1",1972,8
897993,"36987-3198-2",1972,8
897993,"36987-3198-3",1972,8
897993,"36987-3198-4",1972,8
897995,"36987-3199-1",1972,8
897995,"36987-3199-2",1972,8
897995,"36987-3199-3",1972,8
897995,"36987-3199-4",1972,8
897995,"36987-3200-1",1972,8
897995,"36987-3200-2",1972,8
897995,"36987-3200-3",1972,8
897995,"36987-3200-4",1972,8
897998,"36987-3201-1",1972,8
897998,"36987-3201-2",1972,8
897998,"36987-3201-3",1972,8
897998,"36987-3201-4",1972,8
852596,"36987-3202-1",1972,8
852596,"36987-3202-2",1972,8
852596,"36987-3202-3",1972,8
852596,"36987-3202-4",1972,8
852596,"36987-3203-1",1972,8
852596,"36987-3203-2",1972,8
852596,"36987-3203-3",1972,8
852596,"36987-3203-4",1972,8
897991,"36987-3204-1",1972,8
897991,"36987-3204-2",1972,8
897991,"36987-3204-3",1972,8
897991,"36987-3204-4",1972,8
1006363,"36987-3205-1",1972,8
1006363,"36987-3205-2",1972,8
1006363,"36987-3205-3",1972,8
1006363,"36987-3205-4",1972,8
1006363,"36987-3206-1",1972,8
1006363,"36987-3206-2",1972,8
1006363,"36987-3206-3",1972,8
1006363,"36987-3206-4",1972,8
1006365,"36987-3207-1",1972,8
1006365,"36987-3207-2",1972,8
1006365,"36987-3207-3",1972,8
1006365,"36987-3207-4",1972,8
1006365,"36987-3208-1",1972,8
1006365,"36987-3208-2",1972,8
1006365,"36987-3208-3",1972,8
1006365,"36987-3208-4",1972,8
1006367,"36987-3209-1",1972,8
1006367,"36987-3209-2",1972,8
1006367,"36987-3209-3",1972,8
1006367,"36987-3209-4",1972,8
995746,"36987-3210-1",1972,8
995746,"36987-3210-2",1972,8
995746,"36987-3210-3",1972,8
995746,"36987-3210-4",1972,8
995746,"36987-3211-1",1972,8
995746,"36987-3211-2",1972,8
995746,"36987-3211-3",1972,8
995746,"36987-3211-4",1972,8
1006361,"36987-3212-1",1972,8
1006361,"36987-3212-2",1972,8
1006361,"36987-3212-3",1972,8
1006361,"36987-3212-4",1972,8
896086,"36987-3213-1",1972,8
896086,"36987-3213-2",1972,8
896086,"36987-3213-3",1972,8
896086,"36987-3213-4",1972,8
896086,"36987-3214-1",1972,8
896086,"36987-3214-2",1972,8
896086,"36987-3214-3",1972,8
896086,"36987-3214-4",1972,8
896088,"36987-3215-1",1972,8
896088,"36987-3215-2",1972,8
896088,"36987-3215-3",1972,8
896088,"36987-3215-4",1972,8
896088,"36987-3216-1",1972,8
896088,"36987-3216-2",1972,8
896088,"36987-3216-3",1972,8
896088,"36987-3216-4",1972,8
896114,"36987-3217-1",1972,8
896114,"36987-3217-2",1972,8
896114,"36987-3217-3",1972,8
896114,"36987-3217-4",1972,8
851937,"36987-3218-1",1972,8
851937,"36987-3218-2",1972,8
851937,"36987-3218-3",1972,8
851937,"36987-3218-4",1972,8
851937,"36987-3219-1",1972,8
851937,"36987-3219-2",1972,8
851937,"36987-3219-3",1972,8
851937,"36987-3219-4",1972,8
896084,"36987-3220-1",1972,8
896084,"36987-3220-2",1972,8
896084,"36987-3220-3",1972,8
896084,"36987-3220-4",1972,8
895675,"36987-3221-1",1972,8
895675,"36987-3221-2",1972,8
895675,"36987-3221-3",1972,8
895675,"36987-3221-4",1972,8
895675,"36987-3222-1",1972,8
895675,"36987-3222-2",1972,8
895675,"36987-3222-3",1972,8
895675,"36987-3222-4",1972,8
895677,"36987-3223-1",1972,8
895677,"36987-3223-2",1972,8
895677,"36987-3223-3",1972,8
895677,"36987-3223-4",1972,8
895677,"36987-3224-1",1972,8
895677,"36987-3224-2",1972,8
895677,"36987-3224-3",1972,8
895677,"36987-3224-4",1972,8
895679,"36987-3225-1",1972,8
895679,"36987-3225-2",1972,8
895679,"36987-3225-3",1972,8
895679,"36987-3225-4",1972,8
851897,"36987-3226-1",1972,8
851897,"36987-3226-2",1972,8
851897,"36987-3226-3",1972,8
851897,"36987-3226-4",1972,8
851897,"36987-3227-1",1972,8
851897,"36987-3227-2",1972,8
851897,"36987-3227-3",1972,8
851897,"36987-3227-4",1972,8
895616,"36987-3228-1",1972,8
895616,"36987-3228-2",1972,8
895616,"36987-3228-3",1972,8
895616,"36987-3228-4",1972,8
897380,"36987-3229-1",1972,8
897380,"36987-3229-2",1972,8
897380,"36987-3229-3",1972,8
897380,"36987-3229-4",1972,8
897380,"36987-3230-1",1972,8
897380,"36987-3230-2",1972,8
897380,"36987-3230-3",1972,8
897380,"36987-3230-4",1972,8
897382,"36987-3231-1",1972,8
897382,"36987-3231-2",1972,8
897382,"36987-3231-3",1972,8
897382,"36987-3231-4",1972,8
897382,"36987-3232-1",1972,8
897382,"36987-3232-2",1972,8
897382,"36987-3232-3",1972,8
897382,"36987-3232-4",1972,8
897384,"36987-3233-1",1972,8
897384,"36987-3233-2",1972,8
897384,"36987-3233-3",1972,8
897384,"36987-3233-4",1972,8
852240,"36987-3234-1",1972,8
852240,"36987-3234-2",1972,8
852240,"36987-3234-3",1972,8
852240,"36987-3234-4",1972,8
852240,"36987-3235-1",1972,8
852240,"36987-3235-2",1972,8
852240,"36987-3235-3",1972,8
852240,"36987-3235-4",1972,8
897378,"36987-3236-1",1972,8
897378,"36987-3236-2",1972,8
897378,"36987-3236-3",1972,8
897378,"36987-3236-4",1972,8
896296,"36987-3237-1",1972,8
896296,"36987-3237-2",1972,8
896296,"36987-3237-3",1972,8
896296,"36987-3237-4",1972,8
896296,"36987-3238-1",1972,8
896296,"36987-3238-2",1972,8
896296,"36987-3238-3",1972,8
896296,"36987-3238-4",1972,8
896298,"36987-3239-1",1972,8
896298,"36987-3239-2",1972,8
896298,"36987-3239-3",1972,8
896298,"36987-3239-4",1972,8
896298,"36987-3240-1",1972,8
896298,"36987-3240-2",1972,8
896298,"36987-3240-3",1972,8
896298,"36987-3240-4",1972,8
896302,"36987-3241-1",1972,8
896302,"36987-3241-2",1972,8
896302,"36987-3241-3",1972,8
896302,"36987-3241-4",1972,8
852099,"36987-3242-1",1972,8
852099,"36987-3242-2",1972,8
852099,"36987-3242-3",1972,8
852099,"36987-3242-4",1972,8
852099,"36987-3243-1",1972,8
852099,"36987-3243-2",1972,8
852099,"36987-3243-3",1972,8
852099,"36987-3243-4",1972,8
896292,"36987-3244-1",1972,8
896292,"36987-3244-2",1972,8
896292,"36987-3244-3",1972,8
896292,"36987-3244-4",1972,8
897973,"36987-3245-1",1972,8
897973,"36987-3245-2",1972,8
897973,"36987-3245-3",1972,8
897973,"36987-3245-4",1972,8
897973,"36987-3246-1",1972,8
897973,"36987-3246-2",1972,8
897973,"36987-3246-3",1972,8
897973,"36987-3246-4",1972,8
897975,"36987-3247-1",1972,8
897975,"36987-3247-2",1972,8
897975,"36987-3247-3",1972,8
897975,"36987-3247-4",1972,8
897975,"36987-3248-1",1972,8
897975,"36987-3248-2",1972,8
897975,"36987-3248-3",1972,8
897975,"36987-3248-4",1972,8
897977,"36987-3249-1",1972,8
897977,"36987-3249-2",1972,8
897977,"36987-3249-3",1972,8
897977,"36987-3249-4",1972,8
852554,"36987-3250-1",1972,8
852554,"36987-3250-2",1972,8
852554,"36987-3250-3",1972,8
852554,"36987-3250-4",1972,8
852554,"36987-3251-1",1972,8
852554,"36987-3251-2",1972,8
852554,"36987-3251-3",1972,8
852554,"36987-3251-4",1972,8
897970,"36987-3252-1",1972,8
897970,"36987-3252-2",1972,8
897970,"36987-3252-3",1972,8
897970,"36987-3252-4",1972,8
897955,"36987-3253-1",1972,8
897955,"36987-3253-2",1972,8
897955,"36987-3253-3",1972,8
897955,"36987-3253-4",1972,8
897955,"36987-3254-1",1972,8
897955,"36987-3254-2",1972,8
897955,"36987-3254-3",1972,8
897955,"36987-3254-4",1972,8
897957,"36987-3255-1",1972,8
897957,"36987-3255-2",1972,8
897957,"36987-3255-3",1972,8
897957,"36987-3255-4",1972,8
897957,"36987-3256-1",1972,8
897957,"36987-3256-2",1972,8
897957,"36987-3256-3",1972,8
897957,"36987-3256-4",1972,8
897959,"36987-3257-1",1972,8
897959,"36987-3257-2",1972,8
897959,"36987-3257-3",1972,8
897959,"36987-3257-4",1972,8
852535,"36987-3258-1",1972,8
852535,"36987-3258-2",1972,8
852535,"36987-3258-3",1972,8
852535,"36987-3258-4",1972,8
852535,"36987-3259-1",1972,8
852535,"36987-3259-2",1972,8
852535,"36987-3259-3",1972,8
852535,"36987-3259-4",1972,8
897953,"36987-3260-1",1972,8
897953,"36987-3260-2",1972,8
897953,"36987-3260-3",1972,8
897953,"36987-3260-4",1972,8
897398,"36987-3261-1",1972,8
897398,"36987-3261-2",1972,8
897398,"36987-3261-3",1972,8
897398,"36987-3261-4",1972,8
897398,"36987-3262-1",1972,8
897398,"36987-3262-2",1972,8
897398,"36987-3262-3",1972,8
897398,"36987-3262-4",1972,8
897400,"36987-3263-1",1972,8
897400,"36987-3263-2",1972,8
897400,"36987-3263-3",1972,8
897400,"36987-3263-4",1972,8
897400,"36987-3264-1",1972,8
897400,"36987-3264-2",1972,8
897400,"36987-3264-3",1972,8
897400,"36987-3264-4",1972,8
897402,"36987-3265-1",1972,8
897402,"36987-3265-2",1972,8
897402,"36987-3265-3",1972,8
897402,"36987-3265-4",1972,8
897394,"36987-3266-1",1972,8
897394,"36987-3266-2",1972,8
897394,"36987-3266-3",1972,8
897394,"36987-3266-4",1972,8
897394,"36987-3267-1",1972,8
897394,"36987-3267-2",1972,8
897394,"36987-3267-3",1972,8
897394,"36987-3267-4",1972,8
897396,"36987-3268-1",1972,8
897396,"36987-3268-2",1972,8
897396,"36987-3268-3",1972,8
897396,"36987-3268-4",1972,8
896277,"36987-3269-1",1972,8
896277,"36987-3269-2",1972,8
896277,"36987-3269-3",1972,8
896277,"36987-3269-4",1972,8
896277,"36987-3270-1",1972,8
896277,"36987-3270-2",1972,8
896277,"36987-3270-3",1972,8
896277,"36987-3270-4",1972,8
896279,"36987-3271-1",1972,8
896279,"36987-3271-2",1972,8
896279,"36987-3271-3",1972,8
896279,"36987-3271-4",1972,8
896279,"36987-3272-1",1972,8
896279,"36987-3272-2",1972,8
896279,"36987-3272-3",1972,8
896279,"36987-3272-4",1972,8
896281,"36987-3273-1",1972,8
896281,"36987-3273-2",1972,8
896281,"36987-3273-3",1972,8
896281,"36987-3273-4",1972,8
852032,"36987-3274-1",1972,8
852032,"36987-3274-2",1972,8
852032,"36987-3274-3",1972,8
852032,"36987-3274-4",1972,8
852032,"36987-3275-1",1972,8
852032,"36987-3275-2",1972,8
852032,"36987-3275-3",1972,8
852032,"36987-3275-4",1972,8
896275,"36987-3276-1",1972,8
896275,"36987-3276-2",1972,8
896275,"36987-3276-3",1972,8
896275,"36987-3276-4",1972,8
894818,"36987-3277-1",1972,8
894818,"36987-3277-2",1972,8
894818,"36987-3277-3",1972,8
894818,"36987-3277-4",1972,8
894818,"36987-3278-1",1972,8
894818,"36987-3278-2",1972,8
894818,"36987-3278-3",1972,8
894818,"36987-3278-4",1972,8
894978,"36987-3279-1",1972,8
894978,"36987-3279-2",1972,8
894978,"36987-3279-3",1972,8
894978,"36987-3279-4",1972,8
894978,"36987-3280-1",1972,8
894978,"36987-3280-2",1972,8
894978,"36987-3280-3",1972,8
894978,"36987-3280-4",1972,8
894980,"36987-3281-1",1972,8
894980,"36987-3281-2",1972,8
894980,"36987-3281-3",1972,8
894980,"36987-3281-4",1972,8
892737,"36987-3282-1",1972,8
892737,"36987-3282-2",1972,8
892737,"36987-3282-3",1972,8
892737,"36987-3282-4",1972,8
892737,"36987-3283-1",1972,8
892737,"36987-3283-2",1972,8
892737,"36987-3283-3",1972,8
892737,"36987-3283-4",1972,8
892739,"36987-3284-1",1972,8
892739,"36987-3284-2",1972,8
892739,"36987-3284-3",1972,8
892739,"36987-3284-4",1972,8
896253,"36987-3285-1",1972,8
896253,"36987-3285-2",1972,8
896253,"36987-3285-3",1972,8
896253,"36987-3285-4",1972,8
896253,"36987-3286-1",1972,8
896253,"36987-3286-2",1972,8
896253,"36987-3286-3",1972,8
896253,"36987-3286-4",1972,8
896255,"36987-3287-1",1972,8
896255,"36987-3287-2",1972,8
896255,"36987-3287-3",1972,8
896255,"36987-3287-4",1972,8
896255,"36987-3288-1",1972,8
896255,"36987-3288-2",1972,8
896255,"36987-3288-3",1972,8
896255,"36987-3288-4",1972,8
896257,"36987-3289-1",1972,8
896257,"36987-3289-2",1972,8
896257,"36987-3289-3",1972,8
896257,"36987-3289-4",1972,8
896249,"36987-3290-1",1972,8
896249,"36987-3290-2",1972,8
896249,"36987-3290-3",1972,8
896249,"36987-3290-4",1972,8
896249,"36987-3291-1",1972,8
896249,"36987-3291-2",1972,8
896249,"36987-3291-3",1972,8
896249,"36987-3291-4",1972,8
896251,"36987-3292-1",1972,8
896251,"36987-3292-2",1972,8
896251,"36987-3292-3",1972,8
896251,"36987-3292-4",1972,8
1006484,"36987-3293-1",1972,8
1006484,"36987-3293-2",1972,8
1006484,"36987-3293-3",1972,8
1006484,"36987-3293-4",1972,8
1006484,"36987-3294-1",1972,8
1006484,"36987-3294-2",1972,8
1006484,"36987-3294-3",1972,8
1006484,"36987-3294-4",1972,8
1006486,"36987-3295-1",1972,8
1006486,"36987-3295-2",1972,8
1006486,"36987-3295-3",1972,8
1006486,"36987-3295-4",1972,8
1006486,"36987-3296-1",1972,8
1006486,"36987-3296-2",1972,8
1006486,"36987-3296-3",1972,8
1006486,"36987-3296-4",1972,8
1006488,"36987-3297-1",1972,8
1006488,"36987-3297-2",1972,8
1006488,"36987-3297-3",1972,8
1006488,"36987-3297-4",1972,8
852049,"36987-3298-1",1972,8
852049,"36987-3298-2",1972,8
852049,"36987-3298-3",1972,8
852049,"36987-3298-4",1972,8
852049,"36987-3299-1",1972,8
852049,"36987-3299-2",1972,8
852049,"36987-3299-3",1972,8
852049,"36987-3299-4",1972,8
1006482,"36987-3300-1",1972,8
1006482,"36987-3300-2",1972,8
1006482,"36987-3300-3",1972,8
1006482,"36987-3300-4",1972,8
895723,"36987-3301-0",1972,8
895723,"36987-3301-2",1972,8
895723,"36987-3301-3",1972,8
895723,"36987-3301-4",1972,8
895723,"36987-3302-0",1972,8
895723,"36987-3302-2",1972,8
895723,"36987-3302-3",1972,8
895723,"36987-3302-4",1972,8
895725,"36987-3303-1",1972,8
895725,"36987-3303-2",1972,8
895725,"36987-3303-3",1972,8
895725,"36987-3303-4",1972,8
895725,"36987-3304-0",1972,8
895725,"36987-3304-2",1972,8
895725,"36987-3304-3",1972,8
895725,"36987-3304-4",1972,8
895728,"36987-3305-0",1972,8
895728,"36987-3305-2",1972,8
895728,"36987-3305-3",1972,8
895728,"36987-3305-4",1972,8
851929,"36987-3306-1",1972,8
851929,"36987-3306-2",1972,8
851929,"36987-3306-3",1972,8
851929,"36987-3306-4",1972,8
851929,"36987-3307-1",1972,8
851929,"36987-3307-2",1972,8
851929,"36987-3307-3",1972,8
851929,"36987-3307-4",1972,8
895721,"36987-3308-1",1972,8
895721,"36987-3308-2",1972,8
895721,"36987-3308-3",1972,8
895721,"36987-3308-4",1972,8
895909,"36987-3309-1",1972,8
895909,"36987-3309-2",1972,8
895909,"36987-3309-3",1972,8
895909,"36987-3309-4",1972,8
895909,"36987-3310-1",1972,8
895909,"36987-3310-2",1972,8
895909,"36987-3310-3",1972,8
895909,"36987-3310-4",1972,8
895912,"36987-3311-1",1972,8
895912,"36987-3311-2",1972,8
895912,"36987-3311-3",1972,8
895912,"36987-3311-4",1972,8
895912,"36987-3312-1",1972,8
895912,"36987-3312-2",1972,8
895912,"36987-3312-3",1972,8
895912,"36987-3312-4",1972,8
895914,"36987-3313-1",1972,8
895914,"36987-3313-2",1972,8
895914,"36987-3313-3",1972,8
895914,"36987-3313-4",1972,8
851933,"36987-3314-1",1972,8
